id,name,appearances,goals,asists,yellow_cards,second_yellow_cards,red_cards,minutes_played,goals_conceded,clean_sheets
123160,marc-vidal,4,-,,-,-,-,360',7,1
391921,namakoro-diallo,12,-,-,1,-,-,1.058',,
243744,david-sambissa,23,3,1,1,-,-,872',,
250013,angelo-fulgini,36,5,4,6,-,-,2.945',,
282041,presnel-kimpembe,41,2,1,10,-,-,3.545',,
471582,zaydou-youssouf,35,2,-,3,-,1,1.954',,
83700,panagiotis-vlachodimos,12,1,2,1,-,-,376',,
365462,corentin-tirard,23,7,8,3,-,-,1.906',,
178313,jean-eudes-aholou,26,1,1,2,-,-,1.073',,
582698,florentin-bloch,3,-,,-,-,-,270',3,-
696597,alexandre-gameiro,32,3,1,4,-,-,1.754',,
905408,mamadou-camara,13,1,-,3,-,-,868',,
579930,armand-lauriente,36,6,2,5,-,-,2.570',,
341393,ibrahim-cisse,27,-,-,2,-,-,2.283',,
642002,balthazar-pierret,31,2,1,11,2,-,2.308',,
164230,nicolas-benezet,,,,,,,,,
5345,youssouf-hadji,,,,,,,,,
352392,lucas-perrin,33,1,1,5,-,-,2.594',,
76055,ronny-rodelin,37,5,4,4,-,-,1.786',,
27941,danijel-subasic,6,-,,-,-,-,430',8,1
655143,josue-homawoo,17,-,-,4,1,1,1.334',,
807687,ali-kalla,10,-,-,3,-,-,854',,
198709,cedric-hountondji,23,1,-,2,-,-,2.035',,
55042,diego-rigonato,31,3,2,5,-,1,1.445',,
822458,bamba-dieng,36,8,3,3,-,1,1.568',,
182910,hervin-ongenda,29,4,5,5,-,-,2.018',,
606849,makhtar-gueye,32,12,-,10,-,-,2.264',,
463616,sacha-semaoun,20,-,-,6,1,-,1.673',,
460629,colin-dagba,6,-,1,2,-,-,380',,
111163,gael-angoula,,,,,,,,,
891998,antoine-mendy,8,1,-,4,-,-,682',,
481176,valere-pollet,,,,,,,,,
540643,tidiane-malbec,-,-,,-,-,-,-,-,-
171557,baissama-sankoh,,,,,,,,,
56808,quentin-othon,,,,,,,,,
294895,mathias-suarez,21,-,2,7,-,-,1.436',,
659517,noa-cervantes,15,7,2,2,-,-,1.246',,
60540,valere-germain,36,4,3,3,-,-,2.129',,
442320,didier-lamkel-ze,20,7,3,5,-,-,1.608',,
62351,abdoulaye-bamba,15,-,2,2,-,-,840',,
648886,samuel-loric,11,-,-,-,-,-,942',,
170962,nicolas-saint-ruf,31,4,2,8,-,-,2.790',,
102744,sebastien-corchia,33,-,3,-,-,1,1.534',,
65921,henri-bienvenu,,,,,,,,,
138171,mathias-autret,39,6,6,3,-,1,2.986',,
518860,madih-talal,31,5,5,4,-,-,2.122',,
170961,thomas-delaine,29,1,2,4,-,-,2.317',,
99352,ruben-pardo,35,1,9,5,-,1,2.732',,
517376,yusuf-sari,32,4,2,1,-,-,1.208',,
379870,david-kiki,24,-,1,4,-,-,1.875',,
39174,khaled-adenon,29,1,-,8,1,-,2.422',,
289194,alphousseyni-sane,25,-,1,3,-,-,2.188',,
292822,aldo-kalulu,39,10,5,6,-,-,3.172',,
249636,gautier-lloris,6,-,-,-,-,-,253',,
190786,baptiste-reynet,37,-,,-,-,-,3.330',51,12
562175,ronny-labonne,26,1,9,2,-,-,2.303',,
181477,thievy-bifouma,10,1,1,-,-,-,465',,
175639,jonathan-clauss,40,5,11,3,-,-,3.328',,
707231,simon-ramet,18,-,-,-,-,-,1.450',,
616341,nuno-mendes,40,-,3,5,-,-,2.610',,
250779,brendan-chardonnet,35,3,-,7,-,1,2.957',,
659518,felix-lemarechal,22,2,2,2,1,-,1.622',,
366045,ablie-jallow,26,5,1,3,-,-,2.151',,
322397,paulin-puel,12,1,-,-,-,-,504',,
852998,baptiste-gabard,11,-,-,2,-,-,433',,
503740,kouadio-yves-dabila,21,-,-,1,-,1,1.740',,
16591,nicolas-maurice-belay,,,,,,,,,
390942,quentin-braat,26,-,,1,-,-,2.340',27,10
768439,daylam-meddah,13,1,-,3,-,-,1.037',,
12149,lorik-cana,,,,,,,,,
59938,elderson,,,,,,,,,
124901,benjamin-leroy,32,-,,2,-,-,2.745',16,20
182823,jonathan-mexique,29,1,3,4,1,-,2.458',,
5430,lionel-mathis,,,,,,,,,
27490,jean-louis-leca,28,-,,3,-,1,2.405',37,6
196435,saidy-janko,16,-,-,1,-,-,720',,
536476,trey-vimalin,12,-,,-,-,-,1.080',16,1
745341,yann-lienard,11,-,,-,-,-,990',18,-
76293,giovanni-sio,9,1,1,4,-,-,496',,
357162,florentino,24,-,2,2,-,-,1.156',,
11530,lionel-carole,37,-,4,6,-,-,3.222',,
24105,simon-pouplin,,,,,,,,,
590914,bandiougou-fadiga,9,1,-,2,-,-,371',,
75442,nico-gaitan,6,2,1,-,-,-,300',,
18900,hatem-ben-arfa,9,-,1,2,-,-,337',,
476079,lucas-dias,12,-,,-,-,-,1.064',25,-
386057,julien-laporte,33,2,-,7,-,-,2.893',,
68718,yoann-touzghar,29,4,-,-,-,-,1.503',,
693312,elias-damergy,9,-,,-,-,-,810',7,3
33648,fabio-coentrao,,,,,,,,,
395671,anthony-racioppi,11.0,-,,-,-,-,990',13.0,3
568693,pape-matar-sarr,34.0,1,3,7,-,-,2.215',,
412095,ihsan-sacko,,,,,,,,,
786436,ismael-doukoure,14.0,1,-,2,-,-,852',,
595169,ansou-sow,20.0,1,-,1,-,-,1.160',,
146373,antoine-rabillard,18.0,3,4,5,-,-,1.223',,
93664,abdelaziz-barrada,,,,,,,,,
290593,sada-thioub,22.0,-,2,2,-,-,1.102',,
649020,boubacar-traore,28.0,1,1,8,1,-,1.732',,
509234,matteo-ahlinvi,32.0,1,2,2,-,-,1.505',,
72121,johan-gastien,33.0,-,1,8,-,2,2.842',,
220878,issiaga-sylla,26.0,-,2,2,-,-,1.980',,
395251,sebastien-cibois,2.0,-,,-,-,-,180',5.0,-
543387,cheick-doucoure,37.0,1,4,7,-,1,3.218',,
324819,maxime-bernauer,33.0,1,1,3,-,-,2.172',,
20622,arnold-mvuemba,,,,,,,,,
353365,marcus-coco,28.0,1,1,2,1,-,1.122',,
77348,julien-cetout,23.0,1,-,9,-,-,1.902',,
98262,quentin-bernard,38.0,-,5,5,-,-,3.208',,
384593,alexis-claude-maurice,11.0,-,2,1,-,-,207',,
395602,alexandre-olliero,23.0,-,,1,-,-,2.022',26.0,8
23890,sekou-baradji,,,,,,,,,
47653,rincon,,,,,,,,,
365952,nicolas-basin,,,,,,,,,
17348,steeve-elana,,,,,,,,,
40014,alaixys-romao,30.0,1,-,8,2,-,2.476',,
524929,kevin-zohi,27.0,-,1,2,-,-,821',,
460654,mehdi-zerkane,6.0,-,-,-,-,-,77',,
404821,andrea-gambetta,26.0,-,,1,-,-,2.340',47.0,6
57467,romain-thomas,31.0,2,-,10,-,-,2.656',,
481116,youssef-maziz,37.0,12,10,6,-,-,3.172',,
56802,vincent-muratori,19.0,-,1,5,-,-,1.611',,
399382,paul-andre-guerin,2.0,-,,-,-,1,176',1.0,1
77826,ryad-boudebouz,35.0,5,6,2,-,-,2.599',,
239743,przemyslaw-frankowski,40.0,6,5,5,-,-,2.609',,
691316,luis-henrique,35.0,1,1,1,-,-,1.112',,
56827,anthony-weber,,,,,,,,,
57404,jean-armel-kana-biyik,10.0,-,-,1,-,-,663',,
425400,farid-el-melali,21.0,1,1,-,-,-,922',,
278553,dimitri-cavare,32.0,5,1,8,-,-,2.554',,
807689,frank-magri,27.0,8,3,6,-,-,1.884',,
111053,yeni-ngbakoto,16.0,3,1,-,-,-,1.091',,
594992,alpha-sissoko,17.0,-,1,3,-,-,1.082',,
891379,nordine-kandil,9.0,1,2,1,-,-,418',,
324727,rayan-souici,11.0,3,-,3,-,-,918',,
316760,vincent-thill,19.0,3,2,2,-,1,1.196',,
787912,el-chadaille-bitshiabu,11.0,1,-,-,-,1,715',,
170475,franck-hery,29.0,3,1,1,-,-,2.448',,
798927,ndri-koffi,20.0,5,2,2,-,-,937',,
218118,lucas-silva,33.0,1,-,6,-,-,1.419',,
182898,younes-kaabouni,25.0,-,1,2,-,-,853',,
485959,benrandy-abdallah,,,,,,,,,
386062,simon-lefebvre,8.0,-,,-,-,-,642',16.0,-
148607,facundo-piriz,36.0,2,1,11,-,-,3.110',,
649016,el-bilal-toure,22.0,2,4,2,-,-,1.290',,
214532,pierrick-capelle,31.0,-,2,2,-,-,1.273',,
111048,benjamin-jeannot,21.0,3,1,1,-,-,613',,
770895,ismael-boura,22.0,1,-,3,1,-,1.460',,
808477,ahmed-sidibe,12.0,-,-,3,-,-,900',,
855615,abdoulaye-bakayoko,17.0,1,-,8,-,-,1.449',,
806306,adil-ben-achour,19.0,1,-,-,-,-,779',,
203496,nabil-fekir,47.0,10,10,10,-,2,3.923',,
474662,hugo-magnetti,29.0,-,1,4,-,-,1.528',,
804547,redwan-bourles,21.0,6,2,2,-,-,1.450',,
30757,renato-civelli,,,,,,,,,
569388,clement-vidal,32.0,-,-,3,1,-,2.070',,
616283,louis-pelletier,12.0,-,,-,-,-,1.080',14.0,4
36039,pavle-ninkov,,,,,,,,,
283135,stanley-segarel,3.0,1,-,-,-,-,249',,
5293,sebastien-squillaci,,,,,,,,,
569387,valentin-gendrey,33.0,-,1,3,-,-,2.282',,
72422,mamadou-samassa,27.0,-,,5,-,-,2.444',45.0,7
387106,lovro-majer,49.0,11,13,1,-,-,3.238',,
93751,kevin-rimane,18.0,-,-,5,1,-,1.572',,
237000,afonso-figueiredo,27.0,-,2,7,1,-,2.330',,
627464,samy-benchamma,26.0,-,-,1,-,-,1.299',,
526422,makan-macalou,,,,,,,,,
463608,mathieu-goncalves,20.0,-,-,2,-,-,1.002',,
606576,denis-franchi,9.0,-,,-,-,-,810',10.0,3
81543,paul-delecroix,32.0,-,,-,-,-,2.880',26.0,12
538968,florian-baranik,14.0,1,-,1,-,-,1.168',,
215676,gregory-berthier,33.0,8,2,5,-,-,2.463',,
18940,remy-riou,33.0,-,,1,-,-,2.926',36.0,9
410238,elhadji-pape-diaw,13.0,2,-,4,1,1,926',,
684062,hiangaa-mbock,19.0,-,-,4,-,-,1.063',,
324800,alec-georgen,9.0,-,-,2,-,-,630',,
410059,bakaye-dibassy,27.0,1,-,4,-,-,2.347',,
170953,stephane-bahoken,30.0,3,1,-,-,-,1.169',,
371686,carlens-arcus,35.0,1,4,5,-,-,2.815',,
127182,thomas-monconduit,35.0,3,2,5,-,-,2.335',,
496357,mehdi-boudjemaa,30.0,-,1,8,1,-,1.781',,
424709,cheick-timite,15.0,-,-,1,-,-,264',,
95680,herve-bazile,,,,,,,,,
857154,alexis-lefebvre,12.0,7,2,2,-,-,740',,
453016,anthony-caci,38.0,1,3,4,-,-,2.478',,
182916,wesley-said,23.0,6,2,2,-,-,750',,
647787,malcom-bokele,17.0,-,-,4,1,-,1.264',,
139286,ferebory-dore,,,,,,,,,
22630,yohann-eudeline,,,,,,,,,
127128,mathieu-deplagne,,,,,,,,,
477301,joakim-balmy,25.0,3,3,3,-,-,1.492',,
264966,sabri-toufiqui,20.0,5,3,-,-,-,1.520',,
22338,laurent-ciman,,,,,,,,,
376082,danylo-ignatenko,26.0,3,3,8,-,1,1.750',,
263183,roger-assale,10.0,2,1,1,-,-,265',,
386047,axel-disasi,45.0,3,-,6,-,-,3.679',,
126924,guy-ngosso,,,,,,,,,
411975,jules-kounde,44.0,3,1,3,-,2,3.747',,
569361,nassim-innocenti,17.0,-,-,2,-,-,1.421',,
972479,bachir-diop,14.0,2,-,2,-,-,1.016',,
263294,serge-nguessan,,,,,,,,,
127075,manuel-cabit,,,,,,,,,
811431,theo-pionnier-bertrand,6.0,-,-,-,-,-,525',,
56794,fabien-lemoine,21.0,-,1,5,-,-,1.119',,
412828,hugo-roussey,23.0,5,1,-,-,-,1.011',,
89637,william-remy,11.0,-,1,1,-,-,954',,
470491,jorris-romil,16.0,2,-,2,-,-,929',,
666545,capita,20.0,6,3,4,-,1,1.216',,
265569,youssef-ait-bennasser,28.0,2,2,6,-,-,2.200',,
77828,mathieu-dossevi,10.0,1,1,-,-,-,479',,
190333,fares-bahlouli,18.0,6,11,3,-,-,1.239',,
568702,papa-ndiaga-yade,20.0,-,1,3,-,-,854',,
154209,romain-metanire,1.0,-,-,-,-,-,22',,
103563,tongo-doumbia,,,,,,,,,
5622,guillaume-lacour,,,,,,,,,
396131,aly-ndom,25.0,1,-,4,-,-,840',,
620313,lucas-gourna-douath,35.0,1,-,7,-,-,1.931',,
290573,jerrold-nyemeck,29.0,-,6,2,-,-,2.245',,
81460,nolan-roux,25.0,3,2,2,-,-,1.406',,
855043,ryan-bakayoko,25.0,9,2,3,-,-,1.672',,
337798,abdu-conte,37.0,-,2,4,-,-,3.052',,
639758,abdoulaye-sidibe,16.0,4,4,-,-,-,1.116',,
93726,paul-lasne,17.0,-,1,2,-,-,980',,
814976,martin-adeline,24.0,2,1,6,-,-,1.427',,
170509,baptiste-valette,21.0,-,,-,-,1,1.919',29,2.0
857653,lucas-calodat,11.0,1,-,-,-,-,501',,
635772,sory-doumbouya,8.0,2,-,-,-,-,419',,
969153,mathis-clairicia,22.0,8,2,2,-,-,1.654',,
281319,alberth-elis,21.0,9,1,2,-,-,1.492',,
463601,guillaume-dietsch,36.0,-,,2,-,1,3.262',66,7.0
76924,felipe-pardo,53.0,5,6,6,-,1,3.177',,
620318,rocco-ascone,10.0,1,1,4,-,1,773',,
45320,angel-di-maria,31.0,5,9,3,-,-,1.912',,
528178,ismail-aaneba,37.0,-,1,6,-,-,3.283',,
93759,matthieu-saunier,,,,,,,,,
730581,loic-bade,21.0,1,1,4,2,-,1.597',,
371926,baba-traore,,,,,,,,,
880330,moise-sahi-dion,10.0,1,-,-,-,-,217',,
569374,thibault-tamas,4.0,-,-,3,-,-,288',,
463603,benoit-badiashile,34.0,1,1,6,-,-,2.700',,
982864,mathis-hamdi,13.0,-,-,3,1,-,960',,
536519,virgiliu-postolachi,8.0,-,-,1,-,-,274',,
371256,tete,39.0,12,7,5,-,-,2.383',,
72857,pedro-mendes,2.0,-,-,-,-,-,76',,
627924,ousseynou-ndiaye,1.0,-,-,-,-,-,79',,
5513,jeremy-toulalan,,,,,,,,,
184922,ambroise-oyongo,13.0,1,-,5,-,-,798',,
102558,marco-verratti,32.0,2,2,14,-,-,2.619',,
189487,rashade-sido,22.0,4,-,1,-,-,1.581',,
77395,erwin-zelazny,15.0,-,,-,-,-,1.324',13,5.0
667991,alaa-bellaarouch,17.0,-,,4,-,-,1.442',20,4.0
451848,geoffrey-acheampong,12.0,1,3,4,-,1,1.063',,
270412,pierre-lavenant,24.0,-,1,7,-,-,1.510',,
416074,matteo-petitgenet,,,,,,,,,
129586,joris-kayembe,39.0,1,6,4,-,-,3.272',,
394327,boubacar-kamara,48.0,1,1,10,-,-,3.792',,
351072,vahid-selimovic,16.0,1,-,4,-,-,643',,
801734,mathys-tel,18.0,9,-,-,-,-,794',,
131589,billel-omrani,42.0,7,11,7,-,-,2.726',,
66407,sloan-privat,,,,,,,,,
558139,marvin-tshibuabua,11.0,-,-,2,-,-,721',,
804134,bogdan-racovitan,26.0,1,-,3,-,-,2.147',,
836132,boubacar-fall,16.0,-,,-,-,-,1.440',15,7.0
386554,ghjuvan-andria-piereschi,,,,,,,,,
375881,ismael-diallo,25.0,-,2,4,-,-,2.172',,
395228,till-cissokho,28.0,1,1,2,-,1,2.363',,
55046,benjamin-angoua,27.0,-,-,6,1,-,2.380',,
659520,bilal-nadir,18.0,-,1,3,-,-,1.539',,
355368,djibril-dianessy,9.0,1,-,-,-,-,255',,
15844,anthony-vanden-borre,,,,,,,,,
618465,kayne-bonnevie,11.0,-,,-,-,-,990',11,4.0
255220,romain-philippoteaux,27.0,5,2,2,-,-,1.725',,
291222,jean-luc-dompe,34.0,2,15,2,-,-,2.843',,
434358,sofiane-alakouch,17.0,-,2,6,-,-,1.025',,
484992,aimen-moueffek,19.0,-,-,1,-,-,673',,
271256,jhonder-cadiz,14.0,1,2,2,-,-,437',,
662142,amir-arli,17.0,6,1,-,-,-,1.174',,
327863,akim-zedadka,39.0,-,3,5,-,-,3.408',,
585959,arnaud-kalimuendo,38.0,13,-,1,-,1,2.402',,
318507,paul-bernardoni,37.0,-,,-,-,-,3.360',61,8.0
98315,walid-mesloub,,,,,,,,,
537127,theo-sainte-luce,28.0,1,2,5,1,1,2.340',,
4673,wesley-sneijder,,,,,,,,,
318521,tristan-muyumba,33.0,3,3,6,-,-,1.684',,
5339,jeremie-brechet,,,,,,,,,
500689,evann-guessand,25.0,1,3,3,-,-,466',,
77383,eiji-kawashima,2.0,-,,-,-,-,180',-,2.0
496601,tyrone-tormin,12.0,-,1,-,-,-,402',,
972473,anas-namri,16.0,1,3,8,-,-,1.440',,
216714,geronimo-poblete,10,-,-,2,-,-,605',,
405800,thomas-biancardini,,,,,,,,,
139018,mickael-le-bihan,33,8,2,4,-,-,1.982',,
485964,isaac-matondo,12,10,2,-,-,-,1.054',,
596901,abdel-medioub,11,1,-,-,-,-,710',,
171410,prince-gouano,,,,,,,,,
289433,yakou-meite,16,-,1,1,-,-,586',,
230066,adama-mbengue,31,2,2,7,1,1,2.659',,
592398,aissa-boudechicha,-,-,-,-,-,-,-,,
154199,wesley-lautoa,,,,,,,,,
823231,dango-ouattara,29,2,2,4,-,-,1.136',,
172333,bill-tuiloma,31,6,2,5,1,-,2.340',,
75645,maurice-dale,,,,,,,,,
568701,lamine-gueye,19,2,4,-,-,-,807',,
581780,adrian-sahibeddine,26,3,2,3,-,-,1.530',,
103060,gaetan-belaud,,,,,,,,,
126710,layvin-kurzawa,1,-,-,-,-,-,9',,
970364,yael-mouanga,-,-,-,-,-,-,-,,
80191,mehdi-mostefa,28,-,1,5,-,-,2.520',,
416108,youcef-atal,18,2,2,5,-,-,1.171',,
540676,thomas-carrique,31,1,1,2,-,-,1.835',,
126528,maxime-poundje,13,-,-,5,-,-,901',,
51283,remi-gomis,,,,,,,,,
650350,leo-leroy,28,2,-,4,-,-,971',,
440887,reda-rabei,30,2,2,9,-,1,2.569',,
353400,isaac-hemans-arday,8,-,-,1,-,-,569',,
89461,samba-sow,10,-,1,3,-,1,725',,
517967,calvin-haidara,2,-,,-,-,-,180',1.0,1.0
503518,aboubakar-sidibe,13,1,-,-,-,-,820',,
23938,geoffrey-jourdren,,,,,,,,,
548716,yoel-armougom,23,-,-,2,-,-,1.466',,
917104,derek-mazou-sacko,19,-,-,4,-,-,1.449',,
181767,marquinhos,40,5,1,5,-,-,3.582',,
184935,kalifa-coulibaly,21,5,-,1,-,-,846',,
686454,ivann-botella,2,-,-,1,-,-,45',,
641294,theo-godard,13,2,-,3,-,-,915',,
474652,ronan-touzet,25,-,3,4,-,-,2.266',,
138049,christophe-kerbrat,30,1,2,6,-,-,2.597',,
557614,nathanael-mbuku,33,2,1,1,-,-,1.520',,
618405,teddy-alloh,17,-,1,2,-,-,992',,
33927,benjamin-nivet,,,,,,,,,
30321,oscar-trejo,38,4,9,15,-,-,2.372',,
344591,gaetan-poussin,14,-,,2,-,-,1.260',29.0,3.0
33925,jessy-moulin,8,-,,2,1,-,673',9.0,1.0
711988,tresor-matondo,22,-,3,1,-,-,1.929',,
229007,lyes-houri,13,2,2,3,-,-,1.064',,
654539,adrien-truffert,41,3,3,4,-,-,2.338',,
314940,dimitri-lienard,35,2,4,8,-,-,2.220',,
283994,ludovic-ajorque,38,12,8,6,-,1,2.852',,
203517,steven-moreira,32,1,5,6,-,-,2.786',,
506009,amine-bassi,24,3,5,-,-,-,1.725',,
353959,kevin-soni,30,6,2,5,-,-,1.903',,
120760,jonathan-tinhan,,,,,,,,,
579205,clement-billemaz,28,11,4,7,-,-,2.420',,
318508,olivier-boscagli,46,4,-,7,1,-,3.883',,
365108,dan-ndoye,42,4,8,6,-,-,2.956',,
17179,marko-basa,,,,,,,,,
969154,oliver-kamdem,14,-,1,4,-,-,963',,
111627,ryan-mendes,25,4,9,3,-,-,2.013',,
290595,driss-trichard,31,-,2,3,-,-,2.263',,
484988,logan-costa,17,1,-,3,1,-,1.344',,
804884,ibrahima-balde,18,3,-,3,-,-,897',,
700437,benjamin-besic,25,1,-,3,-,-,1.645',,
318520,clement-michelin,24,-,2,2,-,-,1.535',,
371816,dimitry-bertaud,16,-,,2,-,-,1.281',27.0,5.0
290549,ben-karamoko,,,,,,,,,
39906,romain-danze,,,,,,,,,
203746,ruben-aguilar,39,-,2,5,-,-,2.876',,
378954,joris-gnagnon,2,-,-,-,-,-,136',,
411379,killian-sanson,23,7,3,8,-,-,1.536',,
485963,pape-gueye,42,1,2,10,-,-,2.370',,
184491,naim-sliti,23,9,2,2,-,-,1.643',,
238626,laurent-abergel,35,-,2,9,-,-,2.987',,
170966,jeremie-bela,31,2,5,3,-,-,2.304',,
25557,sergio-ramos,13,2,-,2,1,-,843',,
296802,walter-benitez,37,-,,2,-,-,3.330',35.0,14.0
74297,gael-kakuta,31,3,3,1,-,-,1.786',,
23952,christophe-mandanne,,,,,,,,,
807170,djibril-bangoura,18,6,2,-,-,1,1.485',,
594993,ouparine-djoco,26,-,,1,-,-,2.293',38.0,6.0
154171,benjamin-corgnet,25,5,1,6,-,-,1.330',,
671594,kamory-doumbia,24,10,4,2,-,-,1.727',,
557612,sekou-mara,27,6,2,2,-,-,952',,
15788,yohann-riviere,,,,,,,,,
810411,pablo-pagis,23,10,2,2,-,2,1.855',,
63265,igor-lewczuk,28,1,-,8,-,-,2.533',,
549815,thuler,28,-,-,4,1,-,1.606',,
490760,tchamba,31,3,-,3,-,-,2.245',,
904662,louis-mouton,23,2,1,5,-,-,1.820',,
739076,abou-lo,31,6,-,3,-,1,2.696',,
205465,marc-aurele-caillard,20,-,,1,-,-,1.630',30.0,7.0
112022,maxime-barthelme,31,2,2,2,-,-,1.478',,
111057,idriss-saadi,27,4,2,-,-,-,1.421',,
391376,lamine-fomba,36,2,2,10,-,-,2.990',,
569383,chrislain-matsima,13,-,-,-,-,-,396',,
569386,logan-delaurier-chaubet,-,-,-,-,-,-,-,,
618415,nathan-bitumazala,14,1,-,1,-,-,1.054',,
237125,famara-diedhiou,29,13,1,6,1,-,1.790',,
440525,guillaume-sarrabayrouse,,,,,,,,,
131827,jere-uronen,18,1,-,-,-,-,998',,
22377,fabien-camus,,,,,,,,,
27300,rolando,,,,,,,,,
84301,benjamin-andre,42.0,2,1,14,1,-,3.509',,
830265,lohann-doucet,21.0,-,-,2,-,1,1.402',,
342383,cyriack-garel,,,,,,,,,
18036,nicolas-douchez,,,,,,,,,
188915,naomichi-ueda,31.0,-,-,4,-,-,2.471',,
744941,sekou-lega,25.0,6,3,2,-,-,1.967',,
666975,ousmane-ba,15.0,-,,2,-,1,1.290',15.0,5
283127,oualid-el-hajjam,19.0,1,1,2,-,-,1.075',,
444725,patrick-burner,33.0,-,2,5,-,-,2.218',,
397171,gideon-mensah,23.0,-,2,1,-,1,1.198',,
126704,slimane-sissoko,,,,,,,,,
355689,sory-kaba,29.0,12,3,3,-,1,1.953',,
399543,remi-oudin,33.0,4,5,5,-,-,1.733',,
182323,lucas-lima,30.0,-,1,2,-,-,1.948',,
973085,carlos-baleba,9.0,1,-,1,-,-,768',,
609692,bilal-benkhedim,10.0,1,-,-,-,-,664',,
7602,thiago-motta,,,,,,,,,
236727,david-kong,,,,,,,,,
392301,ryad-habbas,24.0,12,3,3,-,1,2.022',,
358143,chidozie-awaziem,25.0,1,1,11,-,-,1.911',,
45624,aurelien-chedjou,,,,,,,,,
126699,vincent-pajot,31.0,1,-,6,-,1,2.390',,
247300,anthony-walongwa,13.0,-,-,-,-,1,1.157',,
783799,mathys-saban,8.0,1,1,1,-,-,442',,
576033,dogan-alemdar,16.0,-,,1,-,-,1.440',18.0,5
384859,fabien-centonze,19.0,4,1,3,-,-,1.586',,
780147,rafiki-said,21.0,2,-,3,-,-,547',,
829873,matteo-corduan,14.0,1,-,-,-,-,1.076',,
178349,sana-zaniou,,,,,,,,,
232895,zinedine-ferhat,14.0,-,-,1,-,-,901',,
534471,patrick-bahanack,22.0,2,-,1,-,-,1.561',,
107662,ruben-gabrielsen,55.0,3,1,4,-,-,4.449',,
351843,yoann-salmier,31.0,-,1,5,-,-,2.665',,
80173,frederic-sammaritano,21.0,-,1,-,-,-,520',,
333694,seydou-sy,,,,,,,,,
923831,leny-yoro,14.0,-,-,1,-,-,928',,
215686,remi-walter,38.0,3,2,3,-,-,3.306',,
495486,jordan-sebban,7.0,1,-,-,-,-,447',,
340177,thibault-de-smet,25.0,-,1,8,1,2,1.647',,
395706,charly-beber-serreri,,,,,,,,,
607223,rayan-cherki,22.0,2,4,2,-,-,858',,
140803,anthony-limbombe,1.0,-,-,-,-,-,13',,
127151,hugo-rodriguez,,,,,,,,,
264567,baptiste-guillaume,28.0,7,2,3,-,-,1.956',,
594997,yohann-magnin,29.0,1,1,2,-,-,2.050',,
229292,edvinas-gertmonas,36.0,-,,2,-,-,3.267',27.0,15
535706,sami-lahssaini,17.0,-,-,4,-,-,823',,
241231,yoan-cardinale,,,,,,,,,
5451,alaeddine-yahia,,,,,,,,,
44417,cedric-mongongu,,,,,,,,,
531338,scotty-sadzoute,14.0,-,1,-,-,-,777',,
806496,yadaly-diaby,18.0,4,2,1,-,1,1.170',,
342218,yhoan-andzouana,27.0,5,3,2,-,-,1.497',,
322655,flavius-daniliuc,27.0,-,-,6,-,-,1.473',,
463600,lucas-chevalier,31.0,-,,3,-,-,2.790',36.0,9
216426,julio-tavares,34.0,11,5,1,-,1,3.012',,
353932,julien-benhaim,22.0,1,-,2,-,2,1.347',,
520054,moise-sakava,17.0,3,1,-,-,-,554',,
33343,danijel-milicevic,,,,,,,,,
991487,abdoul-ouattara,9.0,2,1,-,-,-,644',,
170911,donovan-leon,41.0,-,,3,-,-,3.750',41.0,15
688707,salis-abdul-samed,31.0,1,-,10,1,1,2.468',,
111063,atila-turan,30.0,-,1,8,-,1,2.608',,
306166,nuno-da-costa,26.0,10,4,6,1,-,1.935',,
402117,jules-keita,,,,,,,,,
159907,jonathan-iglesias,34.0,2,-,3,-,-,1.978',,
466809,konrad-de-la-fuente,23.0,1,3,1,-,-,1.077',,
880169,nabil-ouennas,3.0,-,,1,-,-,270',7.0,-
441170,valentin-rosier,39.0,2,5,8,4,-,3.321',,
862628,marvin-elimbi,14.0,-,-,2,-,-,1.240',,
76386,mustapha-yatabare,43.0,12,4,7,1,1,2.609',,
79893,yannis-salibur,14.0,-,1,2,-,-,377',,
352332,florian-le-joncour,29.0,4,-,6,-,-,2.466',,
452876,eden-massouema,,,,,,,,,
129868,cristian-battocchio,20.0,-,1,-,-,-,888',,
222636,florian-escales,34.0,-,,3,-,-,3.060',30.0,16
344869,simon-banza,37.0,18,7,7,-,1,2.791',,
807688,yassin-belkhdim,22.0,1,2,7,-,-,1.833',,
290940,raphael-diarra,17.0,-,-,5,-,-,1.173',,
291140,cedric-yambere,15.0,-,-,3,1,-,1.268',,
475412,jean-marcelin,3.0,-,-,1,-,-,136',,
85863,gueida-fofana,,,,,,,,,
78917,julien-faussurier,17.0,-,1,1,-,-,509',,
837093,fred-gnalega,12.0,-,-,-,-,-,669',,
707245,jules-raux,11.0,-,,-,-,-,990',15.0,4
66791,diallo-guidileye,,,,,,,,,
478346,matis-carvalho,15.0,-,,2,-,-,1.350',20.0,4
612143,kylian-kaiboue,32.0,1,2,4,-,1,2.007',,
466910,wesley-moustache,23.0,-,-,3,-,-,2.006',,
822116,yannis-mbemba,22.0,1,-,2,-,-,1.803',,
155972,bilel-mohsni,8.0,-,-,2,-,-,720',,
141050,danilo-pereira,37.0,5,-,7,-,-,2.620',,
341396,theo-valls,37.0,2,4,4,-,-,2.487',,
111058,arnaud-souquet,37.0,1,3,4,-,-,2.528',,
